date,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,season
"Feb 8, 2005",SAS (39-10),PHO (39-11),SEA (33-13),SAC (32-16),DAL (31-16),HOU (28-21) T6,MEM (28-21) T6,LAL (24-22),MIN (24-25),LAC (23-25),DEN (22-26),POR (20-26),UTA (16-33),GSW (14-35),NOH (8-40),2005
"Feb 9, 2005",PHO (39-11) T1,SAS (39-11) T1,SEA (33-13),SAC (32-16),DAL (31-16),HOU (29-21) T6,MEM (29-21) T6,LAL (25-22),MIN (25-25),LAC (23-26),DEN (22-27),POR (20-27),UTA (16-33),GSW (14-35),NOH (9-40),2005
"Feb 10, 2005",PHO (39-11) T1,SAS (39-11) T1,SEA (34-13),DAL (31-16),SAC (32-17),HOU (29-21) T6,MEM (29-21) T6,LAL (25-23),MIN (25-25),LAC (23-26),DEN (22-27),POR (20-27),UTA (16-33),GSW (14-35),NOH (9-40),2005
"Feb 11, 2005",SAS (40-11),PHO (39-12),SEA (35-13),DAL (32-16),SAC (32-18),HOU (30-21) T6,MEM (30-21) T6,LAL (25-23),MIN (25-26),DEN (23-27) T10,LAC (23-27) T10,POR (20-28),UTA (17-33),GSW (14-36),NOH (10-40),2005
"Feb 12, 2005",SAS (40-11),PHO (39-12),SEA (35-13),DAL (32-16),SAC (32-18),HOU (30-21) T6,MEM (30-21) T6,LAL (25-23),MIN (25-26),DEN (23-27) T10,LAC (23-27) T10,POR (20-28),UTA (17-33),GSW (14-36),NOH (10-40),2005
"Feb 13, 2005",PHO (40-12) T1,SAS (40-12) T1,SEA (35-14),DAL (33-16),SAC (33-18),HOU (31-21),MEM (30-22),LAL (25-24),MIN (25-27),DEN (23-28) T10,LAC (23-28) T10,POR (20-29),UTA (17-33),GSW (14-37),NOH (10-41),2005
"Feb 14, 2005",PHO (41-12),SAS (40-12),SEA (35-14),DAL (33-16),SAC (33-18),HOU (31-21),MEM (30-22),LAL (25-24),MIN (25-27),DEN (23-28) T10,LAC (23-28) T10,POR (21-29),UTA (17-34),GSW (14-37),NOH (11-41),2005
"Feb 15, 2005",PHO (41-12),SAS (40-12),SEA (35-14),DAL (34-16),SAC (33-19),HOU (32-21),MEM (30-22),LAL (26-24),MIN (26-27),DEN (24-28),LAC (23-29),POR (21-29),UTA (17-35),GSW (14-38),NOH (11-41),2005
"Feb 16, 2005",PHO (41-12) T1,SAS (41-12) T1,SEA (35-15),DAL (34-16),SAC (33-20),HOU (32-21),MEM (30-23),LAL (26-24),MIN (26-27),DEN (24-29),LAC (23-30),POR (21-30),UTA (17-35),GSW (15-38),NOH (11-42),2005
"Feb 17, 2005",SAS (41-12),PHO (41-13),SEA (35-15),DAL (35-16),SAC (33-20),HOU (32-21),MEM (30-23),LAL (26-24),MIN (27-27),DEN (24-29),LAC (23-30),POR (21-30),UTA (17-35),GSW (15-38),NOH (11-42),2005
"Feb 22, 2005",SAS (41-12),PHO (41-13),SEA (36-15),DAL (35-16),SAC (34-20),HOU (32-22),MEM (30-23),LAL (27-24),MIN (27-27),DEN (24-29),LAC (23-30),POR (21-30),UTA (17-35),GSW (15-38),NOH (11-42),2005
"Feb 23, 2005",SAS (42-12),PHO (42-13),SEA (37-15),DAL (36-16),SAC (34-20),HOU (32-23),MEM (30-24),LAL (28-24),MIN (27-27),DEN (25-29),LAC (23-31),POR (21-31),UTA (17-36),GSW (16-38),NOH (11-43),2005
"Feb 24, 2005",SAS (42-12),PHO (42-13),SEA (37-15),DAL (37-16),SAC (34-21),HOU (32-23),MEM (30-24),LAL (28-24),MIN (27-28),DEN (25-29),LAC (24-31),POR (21-31),UTA (17-36),GSW (16-38),NOH (11-43),2005
"Feb 25, 2005",SAS (42-12),PHO (42-13),SEA (38-15),DAL (37-16),SAC (34-21),HOU (32-23),MEM (30-25),LAL (28-25),MIN (27-29),DEN (26-29),LAC (24-31),POR (22-31),UTA (17-37),GSW (16-38),NOH (11-43),2005
"Feb 26, 2005",PHO (43-13),SAS (42-13),SEA (38-15),DAL (37-17),SAC (35-21),HOU (32-23),MEM (31-25),LAL (28-25),MIN (27-29),DEN (26-29),LAC (24-31),POR (22-31),UTA (17-37),GSW (16-38),NOH (11-43),2005
"Feb 27, 2005",SAS (42-13),PHO (43-14),SEA (38-16),DAL (37-17),SAC (36-21),HOU (32-24),MEM (31-25),LAL (28-26),MIN (28-29),DEN (27-29),LAC (25-31),POR (22-32),UTA (18-37),GSW (16-39),NOH (11-44),2005
"Feb 28, 2005",SAS (43-13),PHO (43-14),SEA (38-16),DAL (38-17),SAC (36-21),HOU (32-24),MEM (31-25),LAL (28-27),MIN (28-29),DEN (27-29),LAC (25-32),POR (22-32),UTA (19-37),GSW (16-39),NOH (11-45),2005
"Mar 1, 2005",SAS (43-13),PHO (43-14),SEA (39-16),DAL (38-17),SAC (36-22),HOU (33-24),MEM (32-25),LAL (28-27),DEN (28-29) T9,MIN (28-29) T9,LAC (25-32),POR (22-33),UTA (19-37),GSW (16-40),NOH (11-45),2005
"Mar 2, 2005",SAS (44-13),PHO (43-14),SEA (40-16),DAL (38-18),SAC (36-23),HOU (33-25),MEM (32-25),LAL (28-28),DEN (28-29),MIN (28-30),LAC (26-32),POR (22-33),UTA (20-37),GSW (17-40),NOH (12-45),2005
"Mar 3, 2005",SAS (44-13),PHO (44-14),SEA (40-16),DAL (38-18),SAC (36-23),HOU (33-25),MEM (32-25),DEN (29-29) T8,LAL (28-28) T8,MIN (28-30),LAC (26-32),POR (22-33),UTA (20-37),GSW (17-40),NOH (12-45),2005
"Mar 4, 2005",SAS (45-13),PHO (44-14),SEA (41-16),DAL (38-19),SAC (36-24),HOU (33-25) T6,MEM (33-25) T6,LAL (29-28),DEN (29-29),MIN (29-30),LAC (26-32),POR (22-34),UTA (20-38),GSW (18-40),NOH (13-45),2005
"Mar 5, 2005",SAS (45-13),PHO (45-14),SEA (41-16),DAL (38-19),SAC (36-24),HOU (33-25) T6,MEM (33-25) T6,LAL (29-28),DEN (30-29),MIN (29-30),LAC (26-33),POR (22-35),UTA (20-38),GSW (18-40),NOH (13-45),2005
"Mar 6, 2005",SAS (46-13),PHO (46-14),SEA (41-17),DAL (38-20),SAC (37-24),HOU (34-25),MEM (33-25),LAL (30-28),DEN (30-29),MIN (30-30),LAC (26-33),POR (22-35),UTA (20-39),GSW (18-41),NOH (13-46),2005
"Mar 7, 2005",SAS (46-13),PHO (46-14),SEA (41-17),DAL (39-20),SAC (37-24),HOU (34-25) T6,MEM (34-25) T6,LAL (30-28),DEN (31-29),MIN (30-30),LAC (26-34),POR (22-36),UTA (20-39),GSW (18-41),NOH (13-46),2005
"Mar 8, 2005",SAS (47-13),PHO (46-14),SEA (41-18),DAL (39-20),SAC (38-24),HOU (35-25),MEM (34-26),DEN (31-29),LAL (30-29),MIN (31-30),LAC (27-34),POR (22-36),UTA (20-40),GSW (19-41),NOH (13-46),2005
"Mar 9, 2005",PHO (47-14) T1,SAS (47-14) T1,SEA (41-18),DAL (39-20),SAC (38-24),HOU (35-25),MEM (34-26),DEN (31-29),LAL (30-29),MIN (31-30),LAC (27-34),POR (22-37),UTA (20-40),GSW (19-42),NOH (13-47),2005
"Mar 10, 2005",PHO (47-14) T1,SAS (47-14) T1,SEA (41-18),DAL (39-21),SAC (38-24),HOU (35-25),MEM (34-26),DEN (31-29) T8,LAL (31-29) T8,MIN (31-31),LAC (27-34),POR (22-37),UTA (20-40),GSW (19-42),NOH (13-47),2005
"Mar 11, 2005",SAS (47-14),PHO (47-15),SEA (41-19),DAL (40-21),SAC (39-24),HOU (36-25),MEM (35-26),DEN (31-29) T8,LAL (31-29) T8,MIN (32-31),LAC (27-35),POR (22-37),UTA (20-41),GSW (19-43),NOH (13-47),2005
"Mar 12, 2005",PHO (47-15) T1,SAS (47-15) T1,SEA (41-19),DAL (40-21),SAC (39-24),HOU (36-25),MEM (35-27),DEN (32-29) T8,LAL (32-29) T8,MIN (32-31),LAC (27-35),POR (23-37),UTA (20-41),GSW (20-43),NOH (14-47),2005
"Mar 13, 2005",PHO (48-15),SAS (47-15),SEA (42-19),DAL (41-21),SAC (39-25),HOU (37-25),MEM (35-27),LAL (32-29),DEN (32-30),MIN (32-32),LAC (28-35),POR (23-37),UTA (20-42),GSW (20-43),NOH (14-47),2005
"Mar 14, 2005",PHO (48-15) T1,SAS (48-15) T1,SEA (42-19),DAL (41-21),SAC (39-25),HOU (38-25),MEM (36-27),DEN (32-30) T8,LAL (32-30) T8,MIN (32-32),LAC (28-35),POR (23-38),UTA (20-42),GSW (20-44),NOH (14-48),2005
"Mar 15, 2005",PHO (48-15) T1,SAS (48-15) T1,SEA (43-19),DAL (41-22),SAC (40-25),HOU (38-25),MEM (36-27),DEN (32-30),LAL (32-31),MIN (33-32),LAC (28-35),POR (23-38),UTA (20-43),GSW (20-44),NOH (14-48),2005
"Mar 16, 2005",SAS (49-15),PHO (48-15),SEA (43-20),DAL (41-22),SAC (40-25),HOU (39-25),MEM (37-27),DEN (33-30),LAL (32-31),MIN (33-33),LAC (29-35),POR (23-39),GSW (20-44) T13,UTA (20-44) T13,NOH (14-49),2005
"Mar 17, 2005",SAS (49-15),PHO (48-15),SEA (43-20),DAL (42-22),HOU (39-25),SAC (40-26),MEM (37-27),DEN (33-30),MIN (33-33) T9,LAL (32-32) T9,LAC (29-35),POR (23-40),GSW (21-44),UTA (20-44),NOH (14-49),2005
"Mar 18, 2005",SAS (50-15),PHO (48-16),SEA (44-20),DAL (42-22),SAC (40-26),HOU (39-26),MEM (38-27),DEN (34-30),MIN (33-34),LAL (32-33),LAC (29-36),POR (23-40),GSW (22-44),UTA (20-45),NOH (15-49),2005
"Mar 19, 2005",SAS (50-15),PHO (48-16),SEA (44-20),DAL (43-22),SAC (41-26),HOU (39-26),MEM (38-27),DEN (34-30),MIN (33-34),LAL (32-33),LAC (29-37),POR (23-41),GSW (22-44),UTA (20-46),NOH (15-50),2005
"Mar 20, 2005",SAS (50-16),PHO (49-16),SEA (45-20),DAL (43-22),SAC (41-27),HOU (39-27),MEM (38-28),DEN (35-30),MIN (34-34),LAL (32-34),LAC (29-37),POR (23-41),GSW (23-44),UTA (20-46),NOH (15-50),2005
"Mar 21, 2005",PHO (49-16),SAS (50-17),SEA (45-20),DAL (44-22),SAC (41-27),HOU (39-27),MEM (38-28),DEN (35-30),MIN (34-34),LAL (32-34),LAC (30-37),POR (23-42),GSW (23-44),UTA (20-46),NOH (15-51),2005
"Mar 22, 2005",PHO (50-16),SAS (50-17),SEA (46-20),DAL (44-22),SAC (42-27),HOU (40-27),MEM (38-28),DEN (36-30),MIN (34-34),LAL (32-35),LAC (30-37),POR (23-43),GSW (23-44),UTA (21-46),NOH (15-51),2005
"Mar 23, 2005",PHO (51-16),SAS (50-18),SEA (46-20),DAL (45-22),SAC (42-27),HOU (40-27),MEM (38-28),DEN (36-30),MIN (35-34),LAL (32-35),LAC (31-37),POR (23-43),GSW (23-45),UTA (21-46),NOH (15-52),2005
"Mar 24, 2005",PHO (51-16),SAS (50-18),SEA (47-20),DAL (45-23),SAC (43-27),HOU (41-27),MEM (39-28),DEN (37-30),MIN (35-34),LAL (32-36),LAC (31-37),POR (23-44),GSW (23-45),UTA (21-47),NOH (15-52),2005
"Mar 25, 2005",PHO (51-17),SAS (51-18),SEA (48-20),DAL (45-23),SAC (43-27),HOU (42-27),MEM (39-28),DEN (37-30),MIN (35-34),LAL (32-36),LAC (32-37),GSW (24-45),POR (23-44),UTA (21-47),NOH (15-53),2005
"Mar 26, 2005",PHO (52-17),SAS (51-18),SEA (48-20),DAL (46-23),HOU (42-27),SAC (43-28),MEM (39-29),DEN (38-30),MIN (36-34),LAL (32-36),LAC (32-37),POR (24-44),GSW (24-45),UTA (22-47),NOH (16-53),2005
"Mar 27, 2005",PHO (52-17),SAS (52-18),SEA (48-21),DAL (46-23),SAC (43-28),HOU (42-28),MEM (39-29),DEN (38-30),MIN (37-34),LAL (32-37),LAC (32-38),POR (24-44),GSW (24-45),UTA (22-47),NOH (16-53),2005
"Mar 28, 2005",PHO (53-17),SAS (52-18),SEA (48-21),DAL (47-23),SAC (44-28),HOU (43-28),MEM (39-30),DEN (38-31),MIN (37-34),LAL (32-37),LAC (32-38),GSW (25-45),POR (24-45),UTA (22-48),NOH (16-54),2005
"Mar 29, 2005",PHO (53-17),SAS (52-18),SEA (49-21),DAL (47-23),SAC (44-28),HOU (43-28),MEM (39-31),DEN (38-31),MIN (37-34),LAL (33-37),LAC (32-39),GSW (25-45),POR (24-45),UTA (22-48),NOH (16-54),2005
"Mar 30, 2005",PHO (54-17),SAS (53-18),SEA (49-22),DAL (48-23),HOU (44-28),SAC (44-29),DEN (39-31) T7,MEM (39-31) T7,MIN (37-34),LAL (33-37),LAC (32-40),GSW (26-45),POR (24-46),UTA (22-49),NOH (16-54),2005
"Mar 31, 2005",PHO (54-17),SAS (53-18),SEA (49-22),DAL (48-23),HOU (44-28),SAC (44-29),DEN (39-31) T7,MEM (39-31) T7,MIN (38-34),LAL (33-38),LAC (32-40),GSW (26-45),POR (24-46),UTA (22-49),NOH (16-54),2005
"Apr 1, 2005",PHO (55-17),SAS (53-19),SEA (50-22),DAL (49-23),SAC (45-29),HOU (44-29),DEN (40-31) T7,MEM (40-31) T7,MIN (38-35),LAL (33-38),LAC (32-41),GSW (27-45),POR (24-47),UTA (22-50),NOH (17-54),2005
"Apr 2, 2005",PHO (55-17),SAS (54-19),SEA (50-22),DAL (49-23),SAC (45-29),HOU (44-29),DEN (41-31),MEM (40-31),MIN (38-35),LAL (33-39),LAC (32-41),GSW (27-45),POR (24-48),UTA (22-50),NOH (17-55),2005
"Apr 3, 2005",PHO (56-17),SAS (54-19),SEA (50-23),DAL (49-24),SAC (45-30),HOU (44-30),DEN (41-31) T7,MEM (41-31) T7,MIN (39-35),LAL (33-40),LAC (33-41),GSW (28-45),POR (24-48),UTA (22-50),NOH (17-55),2005
"Apr 5, 2005",PHO (57-17),SAS (54-19),DAL (50-24) T3,SEA (50-24) T3,SAC (46-30),HOU (44-31),DEN (42-31),MEM (41-32),MIN (39-35),LAC (34-41),LAL (33-41),GSW (29-45),POR (24-49),UTA (23-50),NOH (18-55),2005
"Apr 6, 2005",PHO (57-17),SAS (55-19),DAL (50-24) T3,SEA (50-24) T3,SAC (46-30),HOU (44-31),DEN (43-31),MEM (42-32),MIN (40-35),LAC (34-42),LAL (33-41),GSW (30-45),POR (24-50),UTA (23-51),NOH (18-56),2005
"Apr 7, 2005",PHO (57-17),SAS (55-20),DAL (51-24),SEA (50-24),SAC (46-30),HOU (45-31),DEN (43-31),MEM (42-32),MIN (40-35),LAC (34-42),LAL (33-42),GSW (30-45),POR (24-50),UTA (23-51),NOH (18-56),2005
"Apr 8, 2005",PHO (57-18),SAS (55-20),DAL (51-24),SEA (50-25),SAC (47-30),HOU (45-31),DEN (44-31),MEM (43-32),MIN (40-36),LAC (34-42) T10,LAL (34-42) T10,GSW (31-45),POR (24-51) T13,UTA (24-51) T13,NOH (18-57),2005
"Apr 9, 2005",PHO (57-19),SAS (56-20),DAL (52-24),SEA (50-26),SAC (47-30),HOU (46-31),DEN (45-31),MEM (43-32),MIN (40-37),LAL (34-42),LAC (34-43),GSW (31-45),POR (24-51),UTA (24-52),NOH (18-57),2005
"Apr 10, 2005",PHO (57-19),SAS (57-20),DAL (52-24),SEA (50-26),SAC (48-30),HOU (46-31),DEN (45-31),MEM (44-32),MIN (40-37),LAC (34-43) T10,LAL (34-43) T10,GSW (31-46),POR (25-51),UTA (24-52),NOH (18-58),2005
"Apr 11, 2005",PHO (58-19),SAS (57-20),DAL (53-24),SEA (50-27),SAC (48-30),HOU (47-31),DEN (46-31),MEM (44-33),MIN (40-37),LAC (34-43),LAL (34-44),GSW (31-47),POR (25-51),UTA (24-52),NOH (18-58),2005
"Apr 12, 2005",PHO (59-19),SAS (58-20),DAL (53-24),SEA (50-27),SAC (48-30),HOU (47-31),DEN (46-31),MEM (44-33),MIN (40-37),LAC (35-43),LAL (34-44),GSW (31-47),POR (25-52),UTA (24-53),NOH (18-59),2005
"Apr 13, 2005",PHO (59-19),SAS (58-21),DAL (54-24),SEA (50-28),SAC (48-30),HOU (48-31),DEN (47-31),MEM (44-34),MIN (41-37),LAC (35-43),LAL (34-44),GSW (31-48),POR (25-52),UTA (25-53),NOH (18-60),2005
"Apr 14, 2005",PHO (59-19),SAS (58-21),DAL (55-24),SEA (50-28),SAC (48-30),HOU (48-31),DEN (47-31),MEM (44-34),MIN (41-37),LAC (35-43),LAL (34-44),GSW (31-48),POR (25-53) T13,UTA (25-53) T13,NOH (18-60),2005
"Apr 15, 2005",PHO (60-19),SAS (58-21),DAL (55-24),SEA (51-28),SAC (49-30),DEN (48-31) T6,HOU (48-31) T6,MEM (44-35),MIN (42-37),LAC (35-44),LAL (34-45),GSW (32-48),POR (25-54) T13,UTA (25-54) T13,NOH (18-61),2005
"Apr 16, 2005",PHO (61-19),SAS (59-21),DAL (55-24),SEA (51-28),HOU (49-31) T5,SAC (49-31) T5,DEN (48-32),MEM (44-36),MIN (42-37),LAC (36-44),LAL (34-45),GSW (32-48),POR (25-54) T13,UTA (25-54) T13,NOH (18-62),2005
"Apr 17, 2005",PHO (61-19),SAS (59-21),DAL (56-24),SEA (52-28),HOU (49-31) T5,SAC (49-31) T5,DEN (48-32),MEM (44-36),MIN (42-38),LAC (36-44),LAL (34-46),GSW (32-48),POR (26-54),UTA (25-55),NOH (18-62),2005
"Apr 18, 2005",PHO (62-19),SAS (59-22),DAL (56-24),SEA (52-28),HOU (50-31),SAC (49-32),DEN (48-33),MEM (45-36),MIN (43-38),LAC (36-45),LAL (34-47),GSW (33-48),POR (26-54),UTA (26-55),NOH (18-63),2005
"Apr 19, 2005",PHO (62-19),SAS (59-22),DAL (57-24),SEA (52-29),HOU (50-31),SAC (49-32),DEN (49-33),MEM (45-36),MIN (43-38),LAC (36-45),LAL (34-47),GSW (33-48),POR (26-55) T13,UTA (26-55) T13,NOH (18-63),2005
"Apr 20, 2005",PHO (62-20),SAS (59-23),DAL (58-24),SEA (52-30),HOU (51-31),SAC (50-32),DEN (49-33),MEM (45-37),MIN (44-38),LAC (37-45),GSW (34-48) T11,LAL (34-48) T11,POR (27-55),UTA (26-56),NOH (18-64),2005
"Nov 2, 2005",GSW (1-0) T1,HOU (1-0) T1,LAC (1-0) T1,LAL (1-0) T1,MIN (1-0) T1,SAS (1-0) T1,UTA (1-0) T1,DAL (1-1) T8,NOK (1-1) T8,DEN (0-2) T10,MEM (0-1) T10,PHO (0-1) T10,POR (0-1) T10,SAC (0-2) T10,SEA (0-1) T10,2006
"Nov 3, 2005",GSW (1-0) T1,HOU (1-0) T1,LAC (1-0) T1,MIN (1-0) T1,SAS (1-0) T1,UTA (1-0) T1,DAL (1-1) T7,LAL (1-1) T7,NOK (1-1) T7,PHO (1-1) T7,DEN (0-2) T11,MEM (0-1) T11,POR (0-1) T11,SAC (0-2) T11,SEA (0-1) T11,2006
"Nov 4, 2005",LAC (2-0) T1,SAS (2-0) T1,UTA (2-0) T1,HOU (1-0) T1,DAL (1-1) T5,GSW (1-1) T5,LAL (1-1) T5,MEM (1-1) T5,MIN (1-1) T5,NOK (1-1) T5,PHO (1-1) T5,SEA (1-1) T5,DEN (1-2),POR (0-2) T14,SAC (0-2) T14,2006
"Nov 5, 2005",LAC (3-0),DAL (2-1) T2,MEM (2-1) T2,NOK (2-1) T2,PHO (2-1) T2,SAS (2-1) T2,UTA (2-1) T2,GSW (1-1) T8,HOU (1-1) T8,LAL (1-1) T8,SEA (1-1) T8,DEN (1-2) T12,MIN (1-2) T12,POR (1-2) T12,SAC (0-2),2006
"Nov 6, 2005",LAC (3-0),DAL (2-1) T2,GSW (2-1) T2,LAL (2-1) T2,MEM (2-1) T2,NOK (2-1) T2,SAS (2-1) T2,UTA (2-1) T2,PHO (2-2) T9,HOU (1-1) T9,SEA (1-1) T9,MIN (1-2) T12,POR (1-2) T12,SAC (1-2) T12,DEN (1-3),2006
"Nov 7, 2005",LAC (3-1) T1,SAS (3-1) T1,UTA (3-1) T1,DAL (2-1) T4,GSW (2-1) T4,LAL (2-1) T4,MEM (2-1) T4,NOK (2-1) T4,MIN (2-2) T9,PHO (2-2) T9,HOU (1-1) T9,SEA (1-1) T9,POR (1-2) T13,SAC (1-2) T13,DEN (1-3),2006
"Nov 8, 2005",GSW (3-1) T1,LAC (3-1) T1,LAL (3-1) T1,MEM (3-1) T1,SAS (3-1) T1,UTA (3-1) T1,DAL (2-1) T7,NOK (2-1) T7,MIN (2-2) T9,PHO (2-2) T9,HOU (1-2) T11,POR (1-2) T11,SEA (1-2) T11,DEN (1-3) T14,SAC (1-3) T14,2006
"Nov 9, 2005",LAC (4-1) T1,SAS (4-1) T1,GSW (3-2) T3,LAL (3-2) T3,MEM (3-2) T3,MIN (3-2) T3,UTA (3-2) T3,DAL (2-2) T8,NOK (2-2) T8,PHO (2-2) T8,POR (2-2) T8,DEN (2-3),HOU (1-2),SEA (1-3),SAC (1-4),2006
"Nov 10, 2005",LAC (5-1),SAS (4-1),GSW (3-2) T3,LAL (3-2) T3,MEM (3-2) T3,MIN (3-2) T3,UTA (3-2) T3,DAL (2-2) T8,NOK (2-2) T8,POR (2-2) T8,DEN (2-3) T11,PHO (2-3) T11,HOU (1-3) T13,SEA (1-3) T13,SAC (1-4),2006
"Nov 11, 2005",LAC (5-1) T1,SAS (5-1) T1,GSW (4-2) T3,UTA (4-2) T3,DAL (3-2) T5,MIN (3-2) T5,LAL (3-3) T7,MEM (3-3) T7,NOK (2-2) T7,PHO (2-3) T10,POR (2-3) T10,DEN (2-4) T12,SAC (2-4) T12,HOU (1-3),SEA (1-4),2006
"Nov 12, 2005",LAC (5-1),SAS (5-2),DAL (4-2),MIN (3-2),GSW (4-3) T5,MEM (4-3) T5,UTA (4-3) T5,LAL (3-3) T8,PHO (3-3) T8,HOU (2-3) T10,NOK (2-3) T10,POR (2-3) T10,DEN (2-4) T13,SAC (2-4) T13,SEA (1-4),2006
"Nov 13, 2005",LAC (5-2) T1,SAS (5-2) T1,DAL (4-2),GSW (4-3) T4,MEM (4-3) T4,UTA (4-3) T4,LAL (3-3) T7,MIN (3-3) T7,PHO (3-3) T7,DEN (3-4),NOK (2-3) T11,POR (2-3) T11,HOU (2-4) T13,SEA (2-4) T13,SAC (2-5),2006
"Nov 14, 2005",LAC (5-2) T1,SAS (5-2) T1,DAL (4-2),GSW (5-3) T4,MEM (5-3) T4,UTA (4-4) T6,MIN (3-3) T6,PHO (3-3) T6,DEN (3-4) T9,LAL (3-4) T9,NOK (2-3) T11,POR (2-3) T11,HOU (2-4) T13,SEA (2-4) T13,SAC (2-5),2006
"Nov 15, 2005",LAC (6-2) T1,SAS (6-2) T1,DAL (5-2),GSW (5-3) T4,MEM (5-3) T4,PHO (3-3),UTA (4-5),HOU (3-4) T8,LAL (3-4) T8,MIN (3-4) T8,POR (2-3),DEN (3-5) T12,SAC (3-5) T12,NOK (2-4),SEA (2-5),2006
"Nov 16, 2005",LAC (6-2) T1,SAS (6-2) T1,DAL (5-2),MEM (6-3),GSW (5-4),LAL (4-4) T6,POR (3-3) T6,DEN (4-5) T8,UTA (4-5) T8,HOU (3-4) T10,MIN (3-4) T10,PHO (3-4) T10,SAC (3-5) T13,SEA (3-5) T13,NOK (2-5),2006
"Nov 17, 2005",SAS (7-2),DAL (6-2) T2,LAC (6-2) T2,MEM (6-3),GSW (5-4),LAL (4-4) T6,MIN (4-4) T6,POR (3-3) T6,DEN (4-5) T9,UTA (4-5) T9,PHO (3-4),HOU (3-5) T12,SAC (3-5) T12,SEA (3-5) T12,NOK (2-5),2006
"Nov 18, 2005",LAC (7-2) T1,SAS (7-2) T1,DAL (6-2),MEM (6-3),GSW (6-4),DEN (5-5) T6,MIN (4-4) T6,PHO (4-4) T6,LAL (4-5) T9,SAC (4-5) T9,SEA (4-5) T9,POR (3-4),UTA (4-6),NOK (3-5),HOU (3-6),2006
"Nov 19, 2005",SAS (8-2),DAL (7-2) T2,LAC (7-2) T2,MEM (7-3),GSW (6-4),MIN (5-4),DEN (5-5),LAL (4-5) T8,NOK (4-5) T8,PHO (4-5) T8,SAC (4-5) T8,SEA (4-5) T8,POR (3-4),UTA (4-7),HOU (3-6),2006
"Nov 20, 2005",LAC (8-2) T1,SAS (8-2) T1,DAL (7-2),MEM (7-4),MIN (5-4),DEN (6-5) T6,GSW (6-5) T6,SEA (5-5),NOK (4-5) T9,PHO (4-5) T9,LAL (4-6) T11,SAC (4-6) T11,POR (3-5),UTA (4-7),HOU (3-7),2006
"Nov 21, 2005",SAS (9-2),LAC (8-2),DAL (7-2),MEM (7-4),GSW (7-5),MIN (5-4),DEN (6-5),SEA (5-5),PHO (4-5),UTA (5-7),LAL (4-6) T11,NOK (4-6) T11,POR (3-5),SAC (4-7),HOU (3-7),2006
"Nov 22, 2005",SAS (9-2),DAL (8-2) T2,LAC (8-2) T2,DEN (7-5) T4,GSW (7-5) T4,MEM (7-5) T4,MIN (5-4),PHO (5-5),UTA (6-7),SEA (5-6),POR (4-5),LAL (4-6) T12,NOK (4-6) T12,SAC (4-7),HOU (3-8),2006
"Nov 23, 2005",SAS (10-2),LAC (9-2),DAL (8-2),MEM (7-5),PHO (6-5),DEN (7-6) T6,GSW (7-6) T6,MIN (5-5),UTA (6-7),NOK (5-6) T10,SEA (5-6) T10,SAC (5-7),LAL (4-6) T13,POR (4-6) T13,HOU (3-9),2006
"Nov 24, 2005",SAS (10-2),LAC (9-2),DAL (8-2),MEM (7-5),PHO (6-5),DEN (7-6) T6,GSW (7-6) T6,MIN (5-5),UTA (6-7),LAL (5-6) T10,NOK (5-6) T10,SAC (5-7) T12,SEA (5-7) T12,POR (4-6),HOU (3-9),2006
"Nov 25, 2005",DAL (9-2),SAS (10-3),LAC (9-3),MEM (8-5),PHO (7-5),DEN (8-6) T6,GSW (8-6) T6,MIN (6-5),SAC (6-7),LAL (5-6) T10,NOK (5-6) T10,UTA (6-8),SEA (5-7),POR (4-7),HOU (3-10),2006
"Nov 26, 2005",SAS (10-3),DAL (9-3) T2,LAC (9-3) T2,MEM (9-5),GSW (9-6),MIN (7-5) T6,PHO (7-5) T6,DEN (8-6),NOK (6-6),SAC (6-7),LAL (5-6),UTA (6-8),SEA (5-8),POR (4-7),HOU (3-11),2006
"Nov 27, 2005",SAS (10-3),DAL (9-3),LAC (9-4),MEM (9-5),GSW (9-6),MIN (7-5) T6,PHO (7-5) T6,DEN (8-6),NOK (6-6),SAC (6-7),UTA (6-8),LAL (5-7) T12,POR (5-7) T12,SEA (5-8),HOU (3-11),2006
"Nov 28, 2005",DAL (10-3) T1,SAS (10-3) T1,LAC (9-4),MEM (9-5),GSW (10-6),MIN (7-5) T6,PHO (7-5) T6,DEN (8-7),NOK (6-7) T9,SAC (6-7) T9,UTA (6-8),LAL (5-7) T12,POR (5-7) T12,SEA (5-8),HOU (3-11),2006
"Nov 29, 2005",SAS (11-3),DAL (10-4) T2,LAC (10-4) T2,MEM (9-5),GSW (10-6),PHO (7-5),MIN (7-6),DEN (8-7),SAC (7-7),NOK (6-7),UTA (6-9),LAL (5-8) T12,POR (5-8) T12,SEA (5-8) T12,HOU (4-11),2006
"Nov 30, 2005",SAS (11-3),DAL (10-4),LAC (10-5) T3,MEM (10-5) T3,GSW (11-6),PHO (8-5),MIN (7-6),DEN (8-8) T8,NOK (7-7) T8,SAC (7-8),SEA (6-8),UTA (6-9),LAL (5-8),POR (5-9),HOU (4-11),2006
