date,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,season
"Feb 9, 2005",MIA (37-14),WAS (29-19),CLE (28-19) T3,DET (28-19) T3,ORL (25-23),BOS (25-25) T6,CHI (23-23) T6,IND (23-25),PHI (23-26),NJN (21-28),MIL (19-28),TOR (20-30),NYK (19-30),CHA (10-36),ATL (10-37),2005
"Feb 10, 2005",MIA (37-14),DET (29-19) T2,WAS (29-19) T2,CLE (28-19),ORL (26-23),BOS (25-25) T6,CHI (23-23) T6,IND (23-25),PHI (23-26),NJN (21-28),MIL (19-28),TOR (20-30),NYK (19-30),CHA (10-36),ATL (10-38),2005
"Feb 11, 2005",MIA (38-14),WAS (30-19),DET (29-19),CLE (28-20),ORL (26-23),BOS (26-25),CHI (23-23),PHI (24-26),IND (23-26),NJN (21-29),MIL (19-28),TOR (20-31),NYK (19-31),CHA (10-37),ATL (10-38),2005
"Feb 12, 2005",MIA (38-14),DET (30-19),WAS (30-20),CLE (28-20),ORL (26-24),BOS (26-25),CHI (23-23),PHI (25-26),IND (23-26),NJN (21-29),MIL (20-28),TOR (20-31),NYK (19-31),CHA (10-37),ATL (10-39),2005
"Feb 13, 2005",MIA (39-14),DET (30-19),WAS (30-20),CLE (29-20),ORL (27-24),CHI (24-23),BOS (26-26),PHI (25-26),IND (24-26),NJN (22-29),MIL (20-28),TOR (21-31),NYK (20-31),CHA (10-38),ATL (10-39),2005
"Feb 14, 2005",MIA (39-14),DET (31-19),CLE (29-20),WAS (30-21),ORL (27-24),CHI (24-23),BOS (26-26) T7,PHI (26-26) T7,IND (24-26),NJN (22-29),MIL (20-29),TOR (21-31),NYK (20-32),ATL (10-39) T14,CHA (10-39) T14,2005
"Feb 15, 2005",MIA (39-14),DET (31-19),CLE (29-20),WAS (30-22),ORL (28-24),CHI (25-23),BOS (26-26) T7,PHI (26-26) T7,IND (24-26),NJN (22-30),MIL (20-29),TOR (21-31),NYK (20-32),CHA (10-39),ATL (10-40),2005
"Feb 16, 2005",MIA (40-14),DET (32-19),CLE (30-20),WAS (30-22),ORL (28-24),CHI (26-23),BOS (27-26),PHI (26-27),IND (25-26),NJN (23-30),MIL (20-30),NYK (21-32) T12,TOR (21-32) T12,CHA (11-39),ATL (10-41),2005
"Feb 17, 2005",MIA (40-14),DET (32-19),CLE (30-21),WAS (30-22),ORL (28-24),CHI (26-23),BOS (27-26),PHI (26-27),IND (25-26),NJN (23-30),MIL (20-30),NYK (21-32) T12,TOR (21-32) T12,CHA (11-39),ATL (10-41),2005
"Feb 22, 2005",MIA (40-15),DET (33-19),CLE (30-21),WAS (30-22),CHI (27-23),ORL (28-25),BOS (27-27) T7,IND (26-26) T7,PHI (26-27),NJN (23-31),MIL (21-30),TOR (22-32),NYK (21-33),CHA (11-40),ATL (10-42),2005
"Feb 23, 2005",MIA (40-16),DET (33-19),CLE (31-21),WAS (31-22),CHI (27-24),ORL (28-25),IND (27-26),BOS (27-28),PHI (26-27),MIL (22-30),NJN (23-32),TOR (22-32),NYK (21-33),CHA (11-40),ATL (10-43),2005
"Feb 24, 2005",MIA (40-16),DET (33-19),CLE (31-21),WAS (31-22),CHI (27-24),ORL (28-25),IND (27-26),BOS (27-28),PHI (26-28),MIL (22-30),NJN (23-32),TOR (22-32),NYK (22-33),CHA (11-40),ATL (10-43),2005
"Feb 25, 2005",MIA (40-16),DET (34-19),CLE (31-22),WAS (31-23),CHI (28-24),ORL (28-25),IND (28-26),BOS (28-28),PHI (26-28),NJN (24-32),TOR (23-32),MIL (22-31),NYK (22-33),CHA (11-41),ATL (10-44),2005
"Feb 26, 2005",MIA (41-16),DET (34-19),CLE (31-22),WAS (31-23),CHI (29-24),ORL (28-26),IND (28-27),BOS (28-28),PHI (26-29),NJN (24-32),TOR (23-32),MIL (22-31),NYK (23-33),CHA (11-42),ATL (10-44),2005
"Feb 27, 2005",MIA (42-16),DET (35-19),CLE (31-23),WAS (31-24),CHI (29-24),IND (28-27) T6,ORL (28-27) T6,BOS (29-28),PHI (26-29),NJN (25-32),TOR (24-32),MIL (23-31),NYK (23-33),CHA (11-42),ATL (10-45),2005
"Feb 28, 2005",MIA (42-16),DET (35-19),CLE (31-24) T3,WAS (31-24) T3,CHI (29-24),IND (28-27) T6,ORL (28-27) T6,BOS (29-28),PHI (26-29),NJN (25-32),TOR (24-32),MIL (23-31),NYK (24-33),CHA (11-42),ATL (10-45),2005
"Mar 1, 2005",MIA (42-16),DET (36-19),CLE (31-24) T3,WAS (31-24) T3,CHI (29-25),ORL (28-27),BOS (29-28),IND (28-28),PHI (27-29),NJN (25-32),TOR (24-32),NYK (24-33),MIL (23-32),CHA (12-42),ATL (10-46),2005
"Mar 2, 2005",MIA (42-16),DET (36-19),WAS (32-24),CLE (31-25),CHI (29-25),ORL (29-27),BOS (30-28),IND (28-28),PHI (27-30),NJN (26-32),NYK (24-33) T11,TOR (24-33) T11,MIL (23-32),CHA (12-43),ATL (10-47),2005
"Mar 3, 2005",MIA (43-16),DET (36-20),WAS (32-24),CLE (31-25),CHI (29-25),ORL (29-27),BOS (30-28),IND (28-29),PHI (27-30),NJN (26-33),NYK (24-33) T11,TOR (24-33) T11,MIL (23-32),CHA (12-43),ATL (10-47),2005
"Mar 4, 2005",MIA (44-16),DET (36-21),WAS (32-25),CLE (31-26),CHI (29-26),ORL (30-27),BOS (31-28),IND (29-29),PHI (28-30),NJN (26-33),NYK (24-34) T11,TOR (24-34) T11,MIL (23-33),CHA (12-44),ATL (10-47),2005
"Mar 5, 2005",MIA (44-16),DET (36-21),WAS (33-25),CLE (31-26),ORL (31-27),BOS (31-28),CHI (29-27),IND (29-29),PHI (29-30),NJN (26-34),MIL (24-33),NYK (24-34) T12,TOR (24-34) T12,CHA (12-45),ATL (10-48),2005
"Mar 6, 2005",MIA (45-16),DET (36-22),WAS (33-25),CLE (31-27) T4,ORL (31-27) T4,CHI (29-27),BOS (31-29),IND (29-30) T8,PHI (29-30) T8,NJN (26-34),NYK (25-34) T11,TOR (25-34) T11,MIL (24-33),CHA (12-45),ATL (10-48),2005
"Mar 7, 2005",MIA (46-16),DET (36-22),WAS (33-25),CLE (31-27) T4,ORL (31-27) T4,CHI (30-27),BOS (31-29),IND (29-30),PHI (29-31),NJN (26-34),NYK (25-34),TOR (25-35),MIL (24-34),CHA (12-45),ATL (10-48),2005
"Mar 8, 2005",MIA (46-16),DET (36-22),WAS (33-26),CLE (32-27),CHI (30-27),ORL (31-28),BOS (31-29),IND (30-30),PHI (29-32),NYK (26-34),NJN (26-35),MIL (25-34),TOR (25-35),CHA (12-46),ATL (10-49),2005
"Mar 9, 2005",MIA (46-16),DET (37-22),WAS (33-26),CLE (32-27),CHI (31-27),BOS (32-29),ORL (31-29),IND (30-30),PHI (29-32),NJN (27-35),NYK (26-34),TOR (26-35),MIL (25-34),CHA (12-46),ATL (10-50),2005
"Mar 10, 2005",MIA (47-16),DET (37-22),WAS (33-26),CLE (32-27),CHI (31-27),BOS (32-29),ORL (31-29),IND (30-30),PHI (29-32),NJN (27-35),NYK (26-34),TOR (26-35),MIL (25-34),CHA (12-46),ATL (10-50),2005
"Mar 11, 2005",MIA (47-16),DET (37-23),WAS (33-26),CHI (32-27) T4,CLE (32-27) T4,BOS (33-29),IND (31-30) T7,ORL (31-30) T7,PHI (30-32),NJN (27-35),NYK (26-34),TOR (26-36),MIL (25-35),CHA (12-47),ATL (11-50),2005
"Mar 12, 2005",MIA (48-16),DET (37-23),WAS (33-26),CHI (32-27) T4,CLE (32-27) T4,BOS (33-29),IND (31-30) T7,ORL (31-30) T7,PHI (30-32),NYK (26-34),NJN (27-36),TOR (26-36),MIL (25-36),CHA (12-48),ATL (11-51),2005
"Mar 13, 2005",MIA (48-16),DET (38-23),CLE (33-27) T3,WAS (33-27) T3,BOS (34-29),CHI (32-28),IND (31-31) T7,ORL (31-31) T7,PHI (30-33),NJN (28-36),TOR (27-36),NYK (26-35),MIL (25-36),CHA (12-48),ATL (11-51),2005
"Mar 14, 2005",MIA (49-16),DET (39-23),WAS (34-27),CLE (33-27),BOS (35-29),CHI (32-28),IND (31-31) T7,ORL (31-31) T7,PHI (30-33),NJN (28-36),TOR (27-36),NYK (26-35),MIL (25-37),CHA (12-49),ATL (11-52),2005
"Mar 15, 2005",MIA (50-16),DET (39-23),CLE (34-27) T3,WAS (34-27) T3,BOS (35-29),CHI (32-29),IND (31-31),ORL (31-32),PHI (31-33),NJN (28-36),TOR (27-36),NYK (26-36),MIL (25-37),CHA (12-49),ATL (11-52),2005
"Mar 16, 2005",MIA (50-16),DET (40-23),WAS (35-27),BOS (36-29),CLE (34-28),CHI (32-30),IND (32-31),ORL (31-33) T8,PHI (31-33) T8,NJN (29-36),TOR (27-37),NYK (26-36),MIL (26-37),CHA (12-50),ATL (11-53),2005
"Mar 17, 2005",MIA (51-16),DET (40-23),WAS (35-27),BOS (36-29),CLE (34-28),CHI (32-30),IND (32-31),ORL (31-33) T8,PHI (31-33) T8,NJN (29-36),TOR (27-37),NYK (26-36),MIL (26-37),CHA (12-50),ATL (11-53),2005
"Mar 18, 2005",MIA (51-16),DET (41-23),BOS (37-29),WAS (35-28),CLE (34-29),IND (33-31),CHI (32-31),PHI (32-33),ORL (31-34),NJN (30-36),NYK (27-36),MIL (27-37),TOR (27-38),CHA (12-51),ATL (11-54),2005
"Mar 19, 2005",MIA (52-16),DET (41-23),BOS (38-29),WAS (36-28),CLE (34-29),CHI (33-31) T6,IND (33-31) T6,ORL (32-34) T8,PHI (32-34) T8,NJN (30-36),MIL (27-37) T11,NYK (27-37) T11,TOR (27-38),CHA (12-52),ATL (11-54),2005
"Mar 20, 2005",MIA (52-16),DET (42-23),BOS (38-29),WAS (36-28),CLE (34-30),CHI (33-31),IND (33-32),ORL (32-34) T8,PHI (32-34) T8,NJN (31-36),TOR (28-38),NYK (27-37),MIL (27-38),CHA (12-52),ATL (11-54),2005
"Mar 21, 2005",MIA (52-16),DET (42-23),BOS (38-29),WAS (36-28),CLE (34-30),CHI (34-31),IND (33-32),PHI (32-34),ORL (32-35),NJN (31-36),NYK (28-37),TOR (28-38),MIL (27-38),CHA (13-52),ATL (11-55),2005
"Mar 22, 2005",MIA (52-17),DET (42-24),BOS (38-29),WAS (36-29),CLE (35-30),CHI (34-31),IND (33-33),PHI (32-34),ORL (32-35),NJN (32-36),NYK (28-37),TOR (28-38),MIL (27-39),CHA (13-52),ATL (11-56),2005
"Mar 23, 2005",MIA (52-17),DET (42-25),BOS (38-30),WAS (36-29),CLE (35-30),CHI (35-31),IND (34-33),PHI (33-34),ORL (32-35),NJN (32-36),NYK (29-37),TOR (28-39),MIL (27-40),CHA (13-53),ATL (11-56),2005
"Mar 24, 2005",MIA (52-17),DET (42-25),WAS (37-29),BOS (38-30),CHI (35-31) T5,CLE (35-31) T5,IND (34-33),PHI (33-34),ORL (32-36),NJN (32-37),NYK (29-37),TOR (28-39),MIL (27-40),CHA (14-53),ATL (11-56),2005
"Mar 25, 2005",MIA (53-17),DET (42-26),WAS (37-30),BOS (38-31),CHI (36-31),CLE (35-31),IND (35-33),PHI (34-34),ORL (32-36),NJN (32-37),NYK (29-38),TOR (28-40),MIL (27-41),CHA (14-53),ATL (11-57),2005
"Mar 26, 2005",MIA (53-18),DET (43-26),WAS (37-30),CHI (37-31),BOS (38-32),CLE (35-32),IND (35-34),PHI (34-34),ORL (32-37),NJN (32-38),NYK (29-39),TOR (29-40),MIL (27-42),CHA (15-53),ATL (11-58),2005
"Mar 27, 2005",MIA (53-18),DET (43-26),WAS (38-30),CHI (37-31),BOS (38-32),CLE (35-32),IND (35-34) T7,PHI (35-34) T7,ORL (32-37),NJN (32-38),NYK (29-39),TOR (29-40),MIL (27-42),CHA (15-53),ATL (11-58),2005
"Mar 28, 2005",MIA (53-18),DET (43-27),WAS (39-30),CHI (38-31),BOS (38-32),CLE (36-32),IND (36-34),PHI (35-35),ORL (33-37),NJN (33-38),NYK (29-40) T11,TOR (29-40) T11,MIL (27-43),CHA (15-54),ATL (11-59),2005
"Mar 29, 2005",MIA (54-18),DET (43-27),WAS (39-30),CHI (38-31),BOS (38-32),CLE (37-32),IND (36-34),PHI (35-35),ORL (33-37),NJN (33-38),NYK (29-41) T11,TOR (29-41) T11,MIL (27-43),CHA (15-54),ATL (11-59),2005
"Mar 30, 2005",MIA (54-18),DET (44-27),WAS (40-30),CHI (39-31),CLE (37-32),BOS (38-33),IND (36-34),PHI (35-36),ORL (34-37),NJN (34-38),NYK (29-41),TOR (29-42),MIL (27-44),CHA (15-55),ATL (11-60),2005
"Mar 31, 2005",MIA (54-19),DET (44-27),WAS (40-30),CHI (40-31),BOS (38-33),CLE (37-33),IND (37-34),PHI (35-36),ORL (34-37),NJN (34-38),NYK (29-41),TOR (29-42),MIL (27-44),CHA (15-55),ATL (11-60),2005
"Apr 1, 2005",MIA (54-19),DET (45-27),WAS (41-30),CHI (40-31),BOS (39-33),CLE (37-34) T6,IND (37-34) T6,PHI (35-37),NJN (35-38),ORL (34-38),TOR (30-42),NYK (29-42),MIL (27-45),CHA (15-56),ATL (11-61),2005
"Apr 2, 2005",MIA (55-19),DET (45-27),WAS (41-30),CHI (41-31),BOS (39-33),CLE (37-34) T6,IND (37-34) T6,PHI (35-37),ORL (35-38),NJN (35-39),TOR (30-42),NYK (29-42),MIL (27-45),CHA (15-57),ATL (11-61),2005
"Apr 3, 2005",MIA (55-19),DET (46-27),CHI (41-31) T3,WAS (41-31) T3,BOS (39-34),CLE (38-34) T6,IND (38-34) T6,PHI (36-37),ORL (35-38),NJN (35-39),TOR (30-43),NYK (29-43),MIL (28-45),CHA (15-57),ATL (11-62),2005
"Apr 5, 2005",MIA (56-19),DET (46-27),CHI (41-32) T3,WAS (41-32) T3,BOS (40-34),IND (39-34),CLE (38-35),PHI (36-37),NJN (36-39),ORL (35-39),TOR (30-43),NYK (29-44),MIL (28-45),CHA (15-58),ATL (11-63),2005
"Apr 6, 2005",MIA (56-19),DET (47-27),CHI (42-32),WAS (41-33),BOS (41-34),IND (40-34),CLE (38-36),PHI (37-37),NJN (36-39),ORL (35-40),TOR (30-44),NYK (29-44),MIL (28-46),CHA (15-59),ATL (11-63),2005
"Apr 7, 2005",MIA (56-19),DET (47-27),CHI (42-32),WAS (41-33),BOS (41-34),IND (40-34),CLE (38-36),PHI (37-37),NJN (37-39),ORL (35-40),TOR (30-44),NYK (29-45),MIL (28-46),CHA (15-59),ATL (11-63),2005
"Apr 8, 2005",MIA (56-20),DET (48-27),CHI (43-32),BOS (41-34) T4,IND (41-34) T4,WAS (41-34) T4,CLE (38-37) T7,PHI (38-37) T7,NJN (37-39),ORL (35-41),TOR (31-44),MIL (29-46) T12,NYK (29-46) T12,CHA (15-60),ATL (11-64),2005
"Apr 9, 2005",MIA (56-20),DET (48-27),CHI (44-32),IND (41-34),BOS (41-35) T5,WAS (41-35) T5,CLE (39-37) T7,PHI (39-37) T7,NJN (38-39),ORL (35-41),TOR (31-45),NYK (29-46),MIL (29-47),CHA (15-60),ATL (12-64),2005
"Apr 10, 2005",MIA (56-21),DET (49-27),CHI (44-32),BOS (41-35) T4,IND (41-35) T4,WAS (41-35) T4,CLE (39-37) T7,PHI (39-37) T7,NJN (38-39),ORL (35-41),TOR (31-45),NYK (30-46),MIL (29-47),CHA (15-61),ATL (12-64),2005
"Apr 11, 2005",MIA (56-21),DET (50-27),CHI (44-33),IND (42-35) T4,WAS (42-35) T4,BOS (41-35),CLE (40-37),PHI (39-37),NJN (38-39),ORL (35-42),TOR (31-46),NYK (30-46),MIL (29-48),CHA (16-61),ATL (12-65),2005
"Apr 12, 2005",MIA (56-21),DET (50-27),CHI (44-33),BOS (42-35) T4,IND (42-35) T4,WAS (42-35) T4,CLE (40-37),PHI (39-38),NJN (38-39),ORL (35-42),TOR (32-46),NYK (30-47),MIL (29-48),CHA (16-61),ATL (12-65),2005
"Apr 13, 2005",MIA (56-21),DET (51-27),CHI (44-34),BOS (43-35) T4,IND (43-35) T4,WAS (43-35) T4,CLE (40-37),PHI (39-38),NJN (38-40),ORL (35-43),TOR (32-46),NYK (30-47),MIL (29-49),CHA (17-61),ATL (12-66),2005
"Apr 14, 2005",MIA (56-22),DET (51-27),CHI (44-34),BOS (43-35) T4,IND (43-35) T4,WAS (43-35) T4,CLE (40-38) T7,PHI (40-38) T7,NJN (38-40),ORL (35-43),TOR (32-46),NYK (31-47),MIL (29-49),CHA (17-61),ATL (12-66),2005
"Apr 15, 2005",MIA (56-23),DET (52-27),CHI (45-34),BOS (44-35) T4,WAS (44-35) T4,IND (43-36),PHI (41-38),CLE (40-39),NJN (39-40),ORL (35-44),TOR (32-47),NYK (31-47),MIL (29-50),CHA (17-61),ATL (12-66),2005
"Apr 16, 2005",MIA (56-23),DET (52-27),CHI (46-34),BOS (44-35) T4,WAS (44-35) T4,IND (43-36),PHI (41-38),CLE (40-39),NJN (39-40),ORL (35-45),NYK (32-47) T11,TOR (32-47) T11,MIL (30-50),CHA (17-62),ATL (12-67),2005
"Apr 17, 2005",MIA (57-23),DET (53-27),CHI (46-34),BOS (45-35) T4,WAS (45-35) T4,IND (43-37),PHI (41-39),CLE (40-40) T8,NJN (40-40) T8,ORL (35-45),NYK (32-48) T11,TOR (32-48) T11,MIL (30-50),CHA (17-63),ATL (13-67),2005
"Apr 18, 2005",MIA (57-23),DET (53-27),CHI (46-34),BOS (45-35) T4,WAS (45-35) T4,IND (43-38),PHI (42-39),CLE (40-40) T8,NJN (40-40) T8,ORL (36-45),NYK (32-48) T11,TOR (32-48) T11,MIL (30-51),CHA (17-63),ATL (13-67),2005
"Apr 19, 2005",MIA (58-23),DET (54-27),CHI (47-34),BOS (45-36) T4,WAS (45-36) T4,IND (43-38),PHI (42-39),CLE (41-40) T8,NJN (41-40) T8,ORL (36-45),TOR (33-48),NYK (32-49),MIL (30-52),CHA (17-64),ATL (13-68),2005
"Apr 20, 2005",MIA (59-23),DET (54-28),CHI (47-35),BOS (45-37) T4,WAS (45-37) T4,IND (44-38),PHI (43-39),CLE (42-40) T8,NJN (42-40) T8,ORL (36-46),NYK (33-49) T11,TOR (33-49) T11,MIL (30-52),CHA (18-64),ATL (13-69),2005
"Nov 2, 2005",MIL (2-0) T1,BOS (1-0) T1,CHI (1-0) T1,CLE (1-0) T1,DET (1-0) T1,IND (1-0) T1,MIA (1-0) T1,WAS (1-0) T1,ATL (0-1) T9,CHA (0-1) T9,NJN (0-1) T9,NYK (0-1) T9,ORL (0-1) T9,PHI (0-2) T9,TOR (0-1) T9,2006
"Nov 3, 2005",IND (2-0) T1,MIL (2-0) T1,BOS (1-0) T1,CHI (1-0) T1,CLE (1-0) T1,DET (1-0) T1,WAS (1-0) T1,MIA (1-1),ATL (0-1) T9,CHA (0-1) T9,NJN (0-1) T9,NYK (0-1) T9,ORL (0-1) T9,PHI (0-2) T9,TOR (0-1) T9,2006
"Nov 4, 2005",DET (2-0) T1,IND (2-0) T1,MIL (2-0) T1,WAS (2-0) T1,CHI (1-0) T1,BOS (1-1) T6,CHA (1-1) T6,CLE (1-1) T6,MIA (1-1) T6,NJN (1-1) T6,ATL (0-2) T11,NYK (0-2) T11,ORL (0-2) T11,PHI (0-3) T11,TOR (0-2) T11,2006
"Nov 5, 2005",DET (3-0) T1,MIL (3-0) T1,WAS (3-0) T1,CHA (2-1) T4,IND (2-1) T4,NJN (2-1) T4,CHI (1-1),BOS (1-2) T8,CLE (1-2) T8,MIA (1-2) T8,PHI (1-3),ATL (0-3) T12,NYK (0-2) T12,ORL (0-3) T12,TOR (0-3) T12,2006
"Nov 6, 2005",DET (3-0) T1,MIL (3-0) T1,WAS (3-0) T1,CHA (2-1) T4,IND (2-1) T4,NJN (2-1) T4,CHI (1-1),BOS (1-2) T8,CLE (1-2) T8,MIA (1-2) T8,PHI (1-3),ATL (0-3) T12,NYK (0-3) T12,ORL (0-3) T12,TOR (0-3) T12,2006
"Nov 7, 2005",DET (3-0) T1,MIL (3-0) T1,WAS (3-0) T1,IND (2-1),CHA (2-2) T5,CLE (2-2) T5,MIA (2-2) T5,NJN (2-2) T5,BOS (1-2) T9,CHI (1-2) T9,PHI (1-3),ATL (0-3) T12,NYK (0-3) T12,ORL (0-3) T12,TOR (0-4) T12,2006
"Nov 8, 2005",DET (4-0) T1,WAS (3-0) T1,MIL (3-1),IND (2-1),CHA (2-2) T5,CLE (2-2) T5,MIA (2-2) T5,NJN (2-2) T5,BOS (1-2) T9,CHI (1-2) T9,ORL (1-3) T11,PHI (1-3) T11,ATL (0-4) T13,NYK (0-3) T13,TOR (0-4) T13,2006
"Nov 9, 2005",DET (4-0),IND (3-1) T2,MIL (3-1) T2,WAS (3-1) T2,CLE (3-2) T5,NJN (3-2) T5,BOS (2-2) T7,CHI (2-2) T7,CHA (2-3) T9,MIA (2-3) T9,ORL (2-3) T9,PHI (2-3) T9,ATL (0-4) T13,NYK (0-4) T13,TOR (0-4) T13,2006
"Nov 10, 2005",DET (5-0),IND (3-1) T2,MIL (3-1) T2,WAS (3-1) T2,CLE (3-2) T5,NJN (3-2) T5,MIA (3-3) T7,BOS (2-2) T7,CHI (2-2) T7,CHA (2-3) T10,ORL (2-3) T10,PHI (2-3) T10,ATL (0-5) T13,NYK (0-4) T13,TOR (0-4) T13,2006
"Nov 11, 2005",DET (6-0),IND (4-1) T2,WAS (4-1) T2,MIL (3-1),CLE (4-2),MIA (3-3) T6,NJN (3-3) T6,PHI (3-3) T6,CHI (2-2) T6,BOS (2-3) T10,ORL (2-3) T10,CHA (2-4),ATL (0-5) T13,NYK (0-5) T13,TOR (0-5) T13,2006
"Nov 12, 2005",DET (6-0),WAS (5-1),MIL (4-1),CLE (4-2) T4,IND (4-2) T4,CHI (3-2),MIA (4-3),PHI (3-3),NJN (3-4),BOS (2-3) T10,ORL (2-3) T10,CHA (2-5),ATL (0-6) T13,NYK (0-5) T13,TOR (0-5) T13,2006
"Nov 13, 2005",DET (6-0),WAS (5-1),MIL (4-1),CLE (5-2),IND (4-2),CHI (3-2),MIA (4-3) T7,PHI (4-3) T7,BOS (3-3),NJN (3-4),ORL (2-4),CHA (2-5),NYK (1-5),ATL (0-6) T14,TOR (0-6) T14,2006
"Nov 14, 2005",DET (6-0),WAS (5-1),MIL (4-1),CLE (5-2),IND (4-2),MIA (4-3) T6,PHI (4-3) T6,BOS (3-3) T8,CHI (3-3) T8,NJN (3-4),ORL (2-4),CHA (2-5) T12,NYK (2-5) T12,ATL (0-6) T14,TOR (0-6) T14,2006
"Nov 15, 2005",DET (7-0),CLE (6-2),WAS (5-2),IND (4-2) T4,MIL (4-2) T4,MIA (5-3) T6,PHI (5-3) T6,NJN (4-4) T8,CHI (3-3) T8,BOS (3-4) T10,ORL (3-4) T10,NYK (2-5),CHA (2-6),ATL (0-7) T14,TOR (0-7) T14,2006
"Nov 16, 2005",DET (7-0),CLE (6-2),MIL (5-2) T3,WAS (5-2) T3,PHI (6-3),MIA (5-3),IND (4-3),NJN (4-4),CHI (3-4) T9,ORL (3-4) T9,BOS (3-5),CHA (3-6),NYK (2-6),ATL (0-7) T14,TOR (0-8) T14,2006
"Nov 17, 2005",DET (7-0),CLE (6-2),MIL (5-2),PHI (6-3),MIA (5-3) T5,WAS (5-3) T5,IND (4-3),NJN (4-4),CHI (3-4) T9,ORL (3-4) T9,BOS (3-5),CHA (3-6),NYK (2-6),ATL (0-8) T14,TOR (0-8) T14,2006
"Nov 18, 2005",DET (8-0),CLE (7-2),MIA (6-3),IND (5-3) T4,MIL (5-3) T4,WAS (5-3) T4,PHI (6-4),NJN (4-4),BOS (4-5),CHI (3-5) T10,ORL (3-5) T10,CHA (3-7),NYK (2-7),ATL (0-9) T14,TOR (0-9) T14,2006
"Nov 19, 2005",DET (8-1),CLE (8-2),MIA (6-3),IND (5-3) T4,MIL (5-3) T4,NJN (5-4) T6,WAS (5-4) T6,PHI (6-5),BOS (4-5),CHI (3-5),ORL (3-6),CHA (3-8),NYK (2-7),ATL (0-9) T14,TOR (0-9) T14,2006
"Nov 20, 2005",DET (8-1),CLE (8-2),IND (6-3),MIL (5-3),MIA (6-4),NJN (5-4) T6,WAS (5-4) T6,PHI (6-5),BOS (4-5) T9,CHI (4-5) T9,ORL (3-6),NYK (3-7),CHA (3-8),TOR (1-9),ATL (0-9),2006
"Nov 21, 2005",DET (8-1),CLE (8-2),IND (6-3),MIA (6-4),PHI (7-5),MIL (5-4) T6,WAS (5-4) T6,NJN (5-5),BOS (4-5) T9,CHI (4-5) T9,ORL (3-6),NYK (3-7),CHA (3-8),TOR (1-9),ATL (0-9),2006
"Nov 22, 2005",DET (8-1),CLE (9-2),IND (6-3),MIA (6-4),PHI (7-5),MIL (5-4),NJN (5-5) T7,WAS (5-5) T7,CHI (4-5),BOS (4-6),ORL (3-6),NYK (3-7),CHA (3-8),TOR (1-10),ATL (0-9),2006
"Nov 23, 2005",DET (9-1),CLE (9-2),IND (6-3),MIA (7-4),MIL (6-4),PHI (7-6),NJN (5-6) T7,WAS (5-6) T7,CHI (4-5),ORL (4-6),BOS (4-7),CHA (4-8),NYK (3-8),ATL (1-9),TOR (1-11),2006
"Nov 24, 2005",DET (9-1),CLE (9-3),IND (7-3),MIA (7-4),MIL (6-4),PHI (7-6),NJN (5-6) T7,WAS (5-6) T7,CHI (4-5),ORL (4-6),BOS (4-7),CHA (4-8),NYK (3-8),ATL (1-9),TOR (1-11),2006
"Nov 25, 2005",DET (9-2),CLE (9-3),IND (7-4),MIA (7-5),MIL (6-5),PHI (7-6),WAS (6-6) T7,CHI (5-5) T7,ORL (5-6),BOS (5-7) T10,NJN (5-7) T10,CHA (4-9),NYK (3-8),ATL (2-9),TOR (1-12),2006
"Nov 26, 2005",DET (10-2),CLE (9-4),IND (7-4),CHI (6-5),MIA (7-6),PHI (7-7) T6,MIL (6-6) T6,ORL (6-6) T6,WAS (6-7),BOS (5-7) T10,NJN (5-7) T10,CHA (5-9),NYK (4-8),ATL (2-9),TOR (1-13),2006
"Nov 27, 2005",DET (10-2),CLE (9-4),IND (8-4),CHI (6-5),MIA (7-6),PHI (7-7) T6,MIL (6-6) T6,ORL (6-6) T6,NJN (6-7) T9,WAS (6-7) T9,BOS (5-7),CHA (5-9),NYK (4-8),ATL (2-10),TOR (1-13),2006
"Nov 28, 2005",DET (10-2),CLE (9-4),IND (8-4),MIA (8-6),CHI (6-5),ORL (7-6),NJN (7-7) T7,PHI (7-7) T7,MIL (6-6) T7,WAS (6-7),BOS (5-8),CHA (5-9),NYK (4-9),ATL (2-10),TOR (1-14),2006
"Nov 29, 2005",DET (10-2),CLE (9-4) T2,IND (9-4) T2,CHI (7-5),MIA (8-6),MIL (7-6),PHI (8-7),NJN (7-7) T8,ORL (7-7) T8,WAS (6-7),BOS (5-8),CHA (5-10),NYK (4-9),ATL (2-11),TOR (1-14),2006
"Nov 30, 2005",DET (11-2),CLE (10-4),IND (9-5),MIA (9-6),CHI (7-6) T5,MIL (7-6) T5,PHI (8-8) T7,ORL (7-7) T7,WAS (7-7) T7,NJN (7-8),BOS (6-8),NYK (5-9),CHA (5-11),ATL (2-12),TOR (1-15),2006
"Dec 1, 2005",DET (11-2),CLE (10-4),IND (9-5),MIA (9-6),CHI (7-6) T5,MIL (7-6) T5,PHI (8-8) T7,ORL (7-7) T7,WAS (7-7) T7,NJN (7-8),BOS (6-8),NYK (5-9),CHA (5-11),ATL (2-12),TOR (1-15),2006
